pmid,doi,year,era,journal,pubtypes,title,senior_author,country,n_countries,is_multicenter_or_registry,design_meta,group_key,tier,oa_status,oa_pdf_url,publisher
40371053,10.1097/txd.0000000000001800,2025,post,Transplantation direct,Journal Article,Proteomic Analysis of Transbronchial Biopsies to Discover Novel Biomarkers for Early Identification of Chronic Lung Allograft Dysfunction.,Darley D,United Kingdom,2,True,,darley d|united kingdom,OA,gold,https://doi.org/10.1097/txd.0000000000001800,Ovid Technologies (Wolters Kluwer Health)
40330662,10.1016/j.jhlto.2025.100266,2025,post,JHLT open,Journal Article,Outcomes of lung transplantation for scleroderma versus other indications: Insigts from a single center.,Sanchez PG,,0,True,registry,sanchez pg|,OA,gold,https://doi.org/10.1016/j.jhlto.2025.100266,Elsevier BV
40319401,10.1016/j.jtcvs.2025.03.023,2025,post,The Journal of thoracic and cardiovascular surgery,Journal Article; Comparative Study,Outcomes of adult-to-adult living-donor lobar lung transplantation: A single institution experience.,Date H,Japan,1,False,,date h|japan,Elsevier,closed,,Elsevier BV
40300676,10.1016/j.healun.2025.04.010,2025,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article; Multicenter Study,CD26/DPP-IV inhibitors and associations with chronic lung allograft dysfunction in a multicenter cohort.,Snyder LD,Germany,1,True,,snyder ld|germany,OA,hybrid,https://doi.org/10.1016/j.healun.2025.04.010,Elsevier BV
40294109,10.1111/ctr.70159,2025,post,Clinical transplantation,Clinical Trial; Comparative Study; Journal Article,Comparison of Early Conversion to LCP-Tacrolimus (ENVARSUS XR) to Immediate-Release Tacrolimus in Lung Transplant Recipients.,Angel LF,United States,1,False,,angel lf|united states,Wiley,closed,,Wiley
40293382,10.1016/j.healun.2025.03.010,2025,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Persistent and progressive acute lung allograft dysfunction is linked to cell compositional and transcriptional changes in small airways.,Greenland JR,Canada,1,False,,greenland jr|canada,OA,hybrid,https://doi.org/10.1016/j.healun.2025.03.010,Elsevier BV
40292238,10.1002/rcr2.70195,2025,post,Respirology case reports,Journal Article,Post-RSV Bronchial Web Formation in a Lung Transplant Recipient: A Case Report.,Plit M,Australia,1,False,,plit m|australia,OA,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/rcr2.70195,Wiley
40283490,10.3390/jcm14082660,2025,post,Journal of clinical medicine,Journal Article,Dynamic Neutrophil Subsets and Function in Lung Transplant Recipients: Insights from a One-Year Longitudinal Pilot Study.,Levy L,Israel,3,True,,levy l|israel,OA,gold,https://www.mdpi.com/2077-0383/14/8/2660/pdf?version=1744530367,MDPI AG
40278827,10.1111/ctr.70162,2025,post,Clinical transplantation,Journal Article,Lung Transplantation From Donors With a History of Substance Use.,Halloran K,Canada,1,False,,halloran k|canada,OA,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ctr.70162,Wiley
40270923,10.3389/ti.2025.14387,2025,post,Transplant international : official journal of the European Society for Organ Transplantation,Journal Article,Donor-Recipient Mismatch in Lung Transplantation: The Role of Graft Sizing in Clinical Outcomes.,Luzzi L,Italy,1,False,,luzzi l|italy,OA,gold,https://www.frontierspartnerships.org/journals/transplant-international/articles/10.3389/ti.2025.14387/pdf,Frontiers Media SA
40242055,10.1016/j.jhlto.2025.100249,2025,post,JHLT open,Journal Article,Outcomes of lung transplantation from SARS-CoV-2 positive donors during the Omicron wave.,Heldman MR,,0,False,,heldman mr|,OA,gold,https://www.jhltopen.org/article/S2950-1334(25)00044-8/pdf,Elsevier BV
40232854,10.1172/jci.insight.176596,2025,post,JCI insight,"Journal Article; Research Support, Non-U.S. Gov't",Shared roles of immune and stromal cells in the pathogenesis of human bronchiolitis obliterans syndrome.,Gill S,United States,1,False,,gill s|united states,OA,gold,http://insight.jci.org/articles/view/176596/files/pdf,American Society for Clinical Investigation
40223386,10.6002/ect.2024.0243,2025,post,Experimental and clinical transplantation : official journal of the Middle East Society for Organ Transplantation,Journal Article,Psychosocial Wellbeing in Lung Transplants Before and After the COVID-19 Vaccine.,Jordan KD,,0,False,,jordan kd|,Other-paywall,closed,,Baskent University
40221688,10.1186/s12890-025-03649-2,2025,post,BMC pulmonary medicine,Journal Article,Criteria for identifying acute respiratory events based on FEV1 decline in home spirometry for lung transplant patients.,Sato M,Japan,1,True,,sato m|japan,OA,gold,https://bmcpulmmed.biomedcentral.com/counter/pdf/10.1186/s12890-025-03649-2,Springer Science and Business Media LLC
40157396,10.1016/j.rmed.2025.108061,2025,post,Respiratory medicine,Journal Article; Observational Study; Comparative Study,Comparing the 1.1 mm cryoprobe versus flexible forceps for lung transplant acute allograft rejection diagnosis.,Abia-Trujillo D,United States,1,False,,abia-trujillo d|united states,Elsevier,closed,,Elsevier BV
40145054,10.1016/j.jhlto.2024.100155,2024,post,JHLT open,Journal Article,Donor-derived cell-free DNA is a valuable monitoring tool after single lung transplantation: Multicenter analysis.,Ross DJ,,0,True,,ross dj|,OA,gold,https://www.jhltopen.org/article/S2950-1334(24)00104-6/pdf,Elsevier BV
40145051,10.1016/j.jhlto.2024.100166,2024,post,JHLT open,Journal Article,Impact of donor organ quality on recipient outcomes in lung transplantation: 14-Year single-center experience using the Eurotransplant lung donor score.,Ius F,Germany,1,True,registry,ius f|germany,OA,gold,https://www.jhltopen.org/article/S2950-1334(24)00115-0/pdf,Elsevier BV
40145047,10.1016/j.jhlto.2024.100156,2024,post,JHLT open,Journal Article,Impact of reduced mycophenolate exposure on chronic lung allograft dysfunction incidence after lung transplant.,Clark JE,,0,True,registry,clark je|,OA,gold,https://www.jhltopen.org/article/S2950-1334(24)00105-8/pdf,Elsevier BV
40145037,10.1016/j.jhlto.2024.100145,2024,post,JHLT open,Journal Article,Antireflux surgery for prevention of chronic lung allograft dysfunction (CLAD) onset after lung transplantation: The earlier the better before CLAD onset? A single-center series of 284 patients.,Brugière O,France,1,False,,brugière o|france,OA,gold,https://www.jhltopen.org/article/S2950-1334(24)00094-6/pdf,Elsevier BV
40144843,10.1016/j.jhlto.2024.100200,2025,post,JHLT open,Journal Article,Concomitant abdominal organ transplantation alongside lung transplantation: An ISHLT transplant database analysis.,Dos Santos PR,,0,True,,dos santos pr|,OA,gold,https://www.jhltopen.org/article/S2950-1334(24)00150-2/pdf,Elsevier BV
40144837,10.1016/j.jhlto.2024.100170,2025,post,JHLT open,Journal Article,Disturbed sleep after lung transplantation is associated with worse patient-reported outcomes and chronic lung allograft dysfunction.,Singer JP,,0,False,,singer jp|,OA,gold,https://www.jhltopen.org/article/S2950-1334(24)00119-8/pdf,Elsevier BV
40144828,10.1016/j.jhlto.2025.100212,2025,post,JHLT open,Journal Article,Outcomes of combined liver-lung transplant in pediatric patients with cystic fibrosis: An ISHLT transplant registry study.,Santos PRD,United States,1,True,,santos prd|united states,OA,gold,https://www.jhltopen.org/article/S2950-1334(25)00007-2/pdf,Elsevier BV
40144818,10.1016/j.jhlto.2024.100167,2025,post,JHLT open,Journal Article,Dynamic 19F-MRI of pulmonary ventilation in lung transplant recipients with and without chronic lung allograft dysfunction.,Thelwall PE,,0,False,,thelwall pe|,OA,gold,https://www.jhltopen.org/article/S2950-1334(24)00116-2/pdf,Elsevier BV
40144727,10.1016/j.jhlto.2025.100225,2025,post,JHLT open,Journal Article,Fungal colonization before or after lung transplantation has no negative impact on survival or the development of chronic lung allograft dysfunction.,Olm F,Sweden,1,False,,olm f|sweden,OA,gold,https://www.jhltopen.org/article/S2950-1334(25)00020-5/pdf,Elsevier BV
40144724,10.1016/j.jhlto.2025.100232,2025,post,JHLT open,Journal Article,Radiological distribution patterns in restrictive chronic lung allograft dysfunction: Impact on survival across all phenotypes.,Hatabu H,Japan,1,True,,hatabu h|japan,OA,gold,https://www.jhltopen.org/article/S2950-1334(25)00027-8/pdf,Elsevier BV
40144270,10.1016/j.jhlto.2024.100081,2024,post,JHLT open,Journal Article,Leveraging blood-based transcriptomics to detect acute cellular rejection in lung transplant.,El-Chemaly SY,,0,False,,el-chemaly sy|,OA,gold,http://www.jhltopen.org/article/S2950133424000302/pdf,Elsevier BV
40144262,10.1016/j.jhlto.2024.100094,2024,post,JHLT open,Journal Article,Malignancy risk and mortality after lung transplantation: A single-institution experience over 31 years.,Andrews MC,Australia,1,True,,andrews mc|australia,OA,gold,http://www.jhltopen.org/article/S2950133424000430/pdf,Elsevier BV
40143922,10.1016/j.jhlto.2024.100113,2024,post,JHLT open,Journal Article,Evaluating longitudinal cytomegalovirus-specific humoral immune responses and association with DNAemia risk in seropositive lung transplant recipients.,Permar SR,,0,True,,permar sr|,OA,gold,https://www.jhltopen.org/article/S2950-1334(24)00062-4/pdf,Elsevier BV
40143912,10.1016/j.jhlto.2024.100106,2024,post,JHLT open,Journal Article,A novel web-based tool for lung transplant patients undergoing extracorporeal photopheresis.,Fossi A,Italy,1,False,,fossi a|italy,OA,gold,https://www.jhltopen.org/article/S2950-1334(24)00055-7/pdf,Elsevier BV
40143909,10.1016/j.jhlto.2024.100098,2024,post,JHLT open,Journal Article,Iatrogenic esophageal dysmotility as a barrier to transplantation in pulmonary arterial hypertension.,Wertheim BM,,0,False,,wertheim bm|,OA,gold,http://www.jhltopen.org/article/S2950133424000478/pdf,Elsevier BV
40143901,10.1016/j.jhlto.2024.100117,2024,post,JHLT open,Journal Article,Hyperpolarized 129Xe MRI and spectroscopy of gas-exchange abnormalities in bilateral lung transplant recipients.,Ali HA,,0,False,,ali ha|,OA,gold,https://www.jhltopen.org/article/S2950-1334(24)00066-1/pdf,Elsevier BV
40136064,10.1111/ctr.70137,2025,post,Clinical transplantation,Journal Article,"Automated CT Image Processing for the Diagnosis, Prediction, and Differentiation of Phenotypes in Chronic Lung Allograft Dysfunction After Lung Transplantation.",Hecker M,Germany,1,False,,hecker m|germany,Wiley,closed,,Wiley
40120999,10.1016/j.healun.2025.03.015,2025,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article; Observational Study; Multicenter Study,Molecular criteria for pulmonary antibody-mediated rejection are associated with an increased risk of allograft failure.,Agbor-Enoh S,,0,True,,agbor-enoh s|,OA,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC12353349/,Elsevier BV
40120236,10.1016/j.humimm.2025.111285,2025,post,Human immunology,Journal Article,Cytomegalovirus-associated CD57 + KLRG1 + CD8 + TEMRA T cells are associated with reduced risk of CMV viremia in kidney transplantation and chronic allograft dysfunction in lung transplantation.,,United States,1,False,,,OA,hybrid,https://doi.org/10.1016/j.humimm.2025.111285,Elsevier BV
40117366,10.1126/sciadv.adp9052,2025,post,Science advances,Journal Article,Emergence of a senescent and inflammatory pulmonary CD4+ T cell population prior to lung allograft failure.,Juvet S,Canada,5,True,registry,juvet s|canada,OA,gold,https://www.science.org/doi/pdf/10.1126/sciadv.adp9052?download=true,American Association for the Advancement of Science (AAAS)
40099992,10.1111/tid.70020,2025,post,Transplant infectious disease : an official journal of the Transplantation Society,Journal Article,"Aspergillus After Lung Transplantation: Prophylaxis, Risk Factors, and the Impact on Chronic Lung Allograft Dysfunction.",Postma DF,Netherlands,1,False,,postma df|netherlands,OA,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/tid.70020,Wiley
40094256,10.6002/ect.2024.0321,2025,post,Experimental and clinical transplantation : official journal of the Middle East Society for Organ Transplantation,Journal Article,Safety of Everolimus in Lung Transplant Recipients Undergoing Surveillance Bronchoscopy with Transbronchial Forceps Biopsy and Cryobiopsy: A Retrospective Cohort Study.,Schuurmans MM,Switzerland,1,True,registry,schuurmans mm|switzerland,Other-paywall,closed,,Baskent University
40078820,10.1097/txd.0000000000001758,2025,post,Transplantation direct,Journal Article,Thrombotic Microangiopathy: A Devastating Complication After Lung Transplantation.,Claes KJ,Belgium,1,True,registry,claes kj|belgium,OA,gold,https://doi.org/10.1097/txd.0000000000001758,Ovid Technologies (Wolters Kluwer Health)
40065796,10.1002/rcr2.70120,2025,post,Respirology case reports,Journal Article,Multiple Myeloma Complicated With Bronchiolitis Obliterans Syndrome After Allogeneic Haematopoietic Stem Cell Transplantation and Subsequently Underwent Lung Transplantation Successfully: A Case Report.,Kao KC,,0,False,,kao kc|,OA,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/rcr2.70120,Wiley
40061536,10.1016/j.xjon.2024.10.034,2025,post,JTCVS open,Journal Article,Effect of chronic lung allograft dysfunction phenotypes on the outcome after lung retransplantation: A retrospective single-center data analysis.,Benazzo A,Austria,1,False,,benazzo a|austria,OA,gold,https://www.jtcvsopen.org/article/S2666-2736(24)00379-6/pdf,Elsevier BV
40046911,10.3389/ti.2025.14080,2025,post,Transplant international : official journal of the European Society for Organ Transplantation,Journal Article,Proteomic Analysis of Transbronchial Biopsy Tissue Reveals a Distinct Proteome and Mechanistic Pathways in High-Grade Eosinophilic Inflammation After Lung Transplantation.,Darley DR,United Kingdom,2,True,,darley dr|united kingdom,OA,gold,https://www.frontierspartnerships.org/journals/transplant-international/articles/10.3389/ti.2025.14080/pdf,Frontiers Media SA
40005684,10.3390/microorganisms13020316,2025,post,Microorganisms,Journal Article,QuantiFERON® Monitor Test as a Potential Tool for Stratifying Patients by Infection Risk and Tailoring Follow-Up Care in Lung Transplant Recipients: A Single-Center Retrospective Experience.,Costa C,Italy,1,False,,costa c|italy,OA,gold,https://doi.org/10.3390/microorganisms13020316,MDPI AG
39992597,10.1007/s11748-025-02117-2,2025,post,General thoracic and cardiovascular surgery,Journal Article,Trends in serum KL-6 levels following lung transplantation for interstitial lung diseases.,Date H,Japan,1,False,,date h|japan,Springer,closed,,Springer Science and Business Media LLC
39989456,10.1172/jci.insight.184048,2025,post,JCI insight,"Journal Article; Research Support, N.I.H., Extramural",NKG2D blockade impairs tissue-resident memory T cell accumulation and reduces chronic lung allograft dysfunction.,Snyder ME,United States,1,False,,snyder me|united states,OA,gold,https://doi.org/10.1172/jci.insight.184048,American Society for Clinical Investigation
39988210,10.1016/j.trim.2025.102201,2025,post,Transplant immunology,"Journal Article; Research Support, Non-U.S. Gov't",Activation of anti-donor CD8 alloimmune response in clinically diagnosed acute rejection early after living-donor lobar lung transplantation and its impact on outcome.,Date H,Japan,1,False,,date h|japan,OA,hybrid,https://doi.org/10.1016/j.trim.2025.102201,Elsevier BV
39971216,10.1016/j.healun.2025.02.1577,2025,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Humoral immunity to lung antigens early post-transplant confers risk for chronic lung allograft dysfunction.,Juvet S,Canada,1,False,,juvet s|canada,OA,bronze,https://www.jhltonline.org/article/S1053-2498(25)01661-4/pdf,Elsevier BV
39944692,10.3389/fimmu.2025.1531774,2025,post,Frontiers in immunology,Journal Article,Donor-derived cell-free DNA for detection of acute rejection in lung transplant recipients.,Kauke T,Germany,2,True,,kauke t|germany,OA,gold,https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2025.1531774/pdf,Frontiers Media SA
39938701,10.1016/j.healun.2025.02.002,2025,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article; Multicenter Study,Octo- and nonagenarian donors in lung transplantation: A dual center experience.,Ceulemans LJ,Belgium,1,False,,ceulemans lj|belgium,OA,green,https://lirias.kuleuven.be/handle/20.500.12942/759810,Elsevier BV
39938661,10.1016/j.rmed.2025.107991,2025,post,Respiratory medicine,"Journal Article; Comparative Study; Research Support, N.I.H., Extramural",Outcomes in lung transplant recipients on azathioprine compared to mycophenolate.,Pennington KM,United States,1,True,registry,pennington km|united states,OA,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC11931559/,Elsevier BV
