pmid,doi,year,era,journal,pubtypes,title,senior_author,country,n_countries,is_multicenter_or_registry,design_meta,group_key
27104933,10.1111/ajt.13835,2016,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","Everolimus Versus Mycophenolate Mofetil De Novo After Lung Transplantation: A Prospective, Randomized, Open-Label Trial.",Gottlieb J,Germany,2,True,rct,gottlieb j|germany
27779421,10.1164/rccm.201604-0732oc,2017,pre,American journal of respiratory and critical care medicine,"Journal Article; Research Support, N.I.H., Extramural",Parametric Response Mapping as an Imaging Biomarker in Lung Transplant Recipients.,Lama VN,Belgium,1,False,,lama vn|belgium
27467538,10.1097/tp.0000000000001346,2016,pre,Transplantation,Journal Article,Graft Loss and CLAD-Onset Is Hastened by Viral Pneumonia After Lung Transplantation.,Gregson AL,,0,False,,gregson al|
27737799,10.1016/j.trim.2016.10.001,2016,pre,Transplant immunology,"Journal Article; Research Support, Non-U.S. Gov't",The role of recipient derived interleukin-17A in a murine orthotopic lung transplant model of restrictive chronic lung allograft dysfunction.,Vanaudenaerde BM,Belgium,2,True,,vanaudenaerde bm|belgium
27751774,10.1016/j.healun.2016.08.014,2017,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Comparative Study; Journal Article,Polymorphism in programmed cell death 1 gene is strongly associated with lung and kidney allograft survival in recipients from CMV-positive donors.,Baron C,France,1,False,,baron c|france
27614085,10.1111/tri.12854,2016,pre,Transplant international : official journal of the European Society for Organ Transplantation,Journal Article,Orthotopic tracheal transplantation using human bronchus: an original xenotransplant model of obliterative airway disorder.,Schrepfer S,Germany,3,True,,schrepfer s|germany
27694251,10.1093/ejcts/ezw284,2017,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Journal Article; Multicenter Study,Zonal organ allocation system and its impact on long-term outcomes after lung transplantation: a propensity score matched analysis†.,Simon AR,Germany,1,False,,simon ar|germany
27569962,10.1016/j.transproceed.2016.04.024,2016,pre,Transplantation proceedings,Journal Article,Effectiveness of Rabbit Antithymocyte Globulin in Chronic Lung Allograft Dysfunction.,Kramer MR,Israel,2,True,,kramer mr|israel
27564214,10.1371/journal.pone.0161771,2016,pre,PloS one,Journal Article,Identification of miRNAs Potentially Involved in Bronchiolitis Obliterans Syndrome: A Computational Study.,Meloni F,Italy,1,False,,meloni f|italy
27561239,10.1016/j.trim.2016.08.004,2016,pre,Transplant immunology,"Journal Article; Research Support, Non-U.S. Gov't",Humoral immunity in phenotypes of chronic lung allograft dysfunction: A broncho-alveolar lavage fluid analysis.,Vanaudenaerde BM,Belgium,1,False,,vanaudenaerde bm|belgium
27500238,10.1097/txd.0000000000000545,2015,pre,Transplantation direct,Journal Article,Analysis of the Influence of HLA-A Matching Relative to HLA-B and -DR Matching on Heart Transplant Outcomes.,Nilsson J,Sweden,1,True,,nilsson j|sweden
27500235,10.1097/txd.0000000000000542,2015,pre,Transplantation direct,Journal Article,The Role of Lysophosphatidic Acid on Airway Epithelial Cell Denudation in a Murine Heterotopic Tracheal Transplant Model.,Kubo H,Japan,1,False,,kubo h|japan
27498952,10.1016/j.etp.2016.07.007,2016,pre,Experimental and toxicologic pathology : official journal of the Gesellschaft fur Toxikologische Pathologie,Journal Article,Little evidence for epithelial-mesenchymal transition in a murine model of airway fibrosis induced by repeated naphthalene exposure.,Aoshiba K,Japan,1,False,,aoshiba k|japan
27493971,10.1155/2016/1910852,2016,pre,Journal of immunology research,Journal Article,HLA-E(⁎)01:03 Allele in Lung Transplant Recipients Correlates with Higher Chronic Lung Allograft Dysfunction Occurrence.,Picard C,France,1,False,,picard c|france
27492519,10.1016/j.rmed.2016.06.008,2016,pre,Respiratory medicine,Journal Article; Observational Study,Observational study of lung transplant recipients surviving 20 years.,Corris PA,United Kingdom,1,True,,corris pa|united kingdom
27481680,10.1093/icvts/ivw231,2016,pre,Interactive cardiovascular and thoracic surgery,Journal Article,Early outcomes of lung transplantation for bronchiolitis obliterans syndrome after allogeneic haematopoietic stem cell transplantation: a single-centre experience.,Paik HC,South Korea,1,True,,paik hc|south korea
27469016,10.1016/j.healun.2016.06.013,2016,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Lung transplantation and gender effects on survival of recipients with cystic fibrosis.,Jain R,,0,True,,jain r|
27435530,10.1016/j.healun.2016.02.006,2016,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Extracorporeal membrane oxygenation as a bridge to lung re-transplantation: Is there a role?,D'Cunha J,United States,1,True,registry,d'cunha j|united states
27423681,10.1016/j.ejrad.2016.05.018,2016,pre,European journal of radiology,Journal Article,Differences of airway dimensions between patients with and without bronchiolitis obliterans syndrome after lung transplantation-Computer-assisted quantification of computed tomography.,Achenbach T,Germany,1,False,,achenbach t|germany
27381674,10.1016/j.healun.2016.05.021,2016,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",Transplantation after ex vivo lung perfusion: A midterm follow-up.,Dellgren G,Sweden,1,False,,dellgren g|sweden
27381039,10.1038/srep29160,2016,pre,Scientific reports,"Journal Article; Research Support, Non-U.S. Gov't",MSC from fetal and adult lungs possess lung-specific properties compared to bone marrow-derived MSC.,Westergren-Thorsson G,Sweden,1,False,,westergren-thorsson g|sweden
27373824,10.1016/j.healun.2016.05.020,2016,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,De-novo donor-specific anti-HLA antibodies 30 days after lung transplantation are associated with a worse outcome.,Fadel E,France,1,False,,fadel e|france
27368989,10.1111/tid.12546,2016,pre,Transplant infectious disease : an official journal of the Transplantation Society,Comparative Study; Journal Article,Analysis of pulmonary non-tuberculous mycobacterial infections after lung transplantation.,Valentine VG,United States,1,False,,valentine vg|united states
27358780,10.5500/wjt.v6.i2.347,2016,pre,World journal of transplantation,Journal Article,Single-lung transplantation in emphysema: Retrospective study analyzing survival and waiting list mortality.,Pita S,Spain,1,True,,pita s|spain
27347307,,2016,pre,American journal of translational research,Journal Article,HMGB1 exacerbates bronchiolitis obliterans syndrome via RAGE/NF-κB/HPSE signaling to enhance latent TGF-β release from ECM.,Wang CY,China,1,False,,wang cy|china
27340694,10.1097/txd.0000000000000551,2015,pre,Transplantation direct,Journal Article,Acute cellular rejection elicits distinct microRNA signatures in airway epithelium of lung transplant patients.,Chen P,,0,False,,chen p|
27338538,10.1016/j.jss.2016.03.041,2016,pre,The Journal of surgical research,Journal Article,Human leukocyte antigen-DR13 and DR15 are associated with short-term lung transplant outcomes.,Wilkes DS,India,1,False,registry,wilkes ds|india
27293822,10.21037/jtd.2015.12.08,2016,pre,Journal of thoracic disease,Journal Article,Role of interleukin-17A in early graft rejection after orthotopic lung transplantation in mice.,Ding YZ,China,1,False,,ding yz|china
27278097,10.1111/ajt.13915,2017,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Observational Study; Research Support, N.I.H., Extramural",Donor-Derived Exosomes With Lung Self-Antigens in Human Lung Allograft Rejection.,Mohanakumar T,,0,False,,mohanakumar t|
37661950,10.36469/9815,2017,pre,Journal of health economics and outcomes research,Journal Article,The Burden of Cost in Bronchiolitis Obliterans Syndrome: Predictions for the Next Decade.,Vos R,Belgium,3,True,,vos r|belgium
27272653,10.1007/s00408-016-9902-3,2016,pre,Lung,Journal Article,Impact of Donor Arterial Partial Pressure of Oxygen on Outcomes After Lung Transplantation in Adult Cystic Fibrosis Recipients.,Tumin D,United States,1,True,registry,tumin d|united states
27250563,10.1111/trf.13672,2016,pre,Transfusion,"Journal Article; Research Support, Non-U.S. Gov't",Comparison of two automated mononuclear cell collection systems in patients undergoing extracorporeal photopheresis: a prospective crossover equivalence study.,Perotti C,Italy,1,False,,perotti c|italy
27248598,10.1164/rccm.19311p19,2016,pre,American journal of respiratory and critical care medicine,Journal Article,Bronchiolitis Obliterans Syndrome (BOS) Following Lung Transplant.,Hachem R,,0,False,,hachem r|
27248293,10.1164/rccm.201512-2424oc,2016,pre,American journal of respiratory and critical care medicine,"Journal Article; Research Support, Non-U.S. Gov't",Airway Microbiota Determines Innate Cell Inflammatory or Tissue Remodeling Profiles in Lung Transplantation.,,France,3,True,,
27221998,10.1093/icvts/ivw135,2016,pre,Interactive cardiovascular and thoracic surgery,Comparative Study; Journal Article,Utilization of the organ care system for bilateral lung transplantation: preliminary results of a comparative study.,Simon AR,Germany,2,True,,simon ar|germany
27215505,10.1016/j.rmed.2016.04.007,2016,pre,Respiratory medicine,Journal Article,Lung transplantation for non-cystic fibrosis bronchiectasis.,Gottlieb J,Germany,1,False,,gottlieb j|germany
27215188,10.1038/srep26274,2016,pre,Scientific reports,Journal Article,Soluble CD59 is a Novel Biomarker for the Prediction of Obstructive Chronic Lung Allograft Dysfunction After Lung Transplantation.,Otten HG,Netherlands,1,False,,otten hg|netherlands
27212563,10.1016/j.healun.2016.03.022,2016,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Predictors of survival in restrictive chronic lung allograft dysfunction after lung transplantation.,Vos R,Belgium,2,True,,vos r|belgium
27197771,10.1016/j.healun.2016.03.018,2016,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,The potential role of microRNAs in lung allograft rejection.,Ali S,,0,False,,ali s|
27163544,10.1097/tp.0000000000001263,2017,pre,Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",The Lymphatic Phenotype of Lung Allografts in Patients With Bronchiolitis Obliterans Syndrome and Restrictive Allograft Syndrome.,Hoetzenecker K,Austria,1,False,,hoetzenecker k|austria
27146340,10.1111/ctr.12758,2016,pre,Clinical transplantation,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",Mast cell phenotypes in the allograft after lung transplantation.,Hsieh FH,United States,1,True,,hsieh fh|united states
27144793,10.1513/annalsats.201510-719oc,2016,pre,Annals of the American Thoracic Society,Journal Article; Multicenter Study; Validation Study,Validation and Refinement of Chronic Lung Allograft Dysfunction Phenotypes in Bilateral and Single Lung Recipients.,Weigt SS,,0,True,,weigt ss|
27129023,10.1002/ppul.23432,2016,pre,Pediatric pulmonology,Journal Article,Influence of graft ischemic time on survival in children with cystic fibrosis after lung transplantation.,Kirkby SE,,0,True,registry,kirkby se|
27095000,10.1016/j.trim.2016.04.001,2016,pre,Transplant immunology,Journal Article,Clinical utility of CD4+ function assessment (ViraCor-IBT ImmuKnow test) in lung recipients.,Meloni F,Italy,1,True,,meloni f|italy
27078625,10.1513/annalsats.201512-806oc,2016,pre,Annals of the American Thoracic Society,Journal Article,Lung Transplant Outcomes in Systemic Sclerosis with Significant Esophageal Dysfunction. A Comprehensive Single-Center Experience.,Saggar R,,0,False,,saggar r|
27062199,10.1111/ajt.13819,2016,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Long-Term Persistence of Donor Alveolar Macrophages in Human Lung Transplant Recipients That Influences Donor-Specific Immune Responses.,Mohanakumar T,,0,False,,mohanakumar t|
27061510,10.1111/tid.12541,2016,pre,Transplant infectious disease : an official journal of the Transplantation Society,Journal Article,Detection of Epstein-Barr virus DNAemia after lung transplantation and its potential relationship with the development of post-transplant complications.,Aguado JM,Spain,1,True,,aguado jm|spain
27052747,10.1093/icvts/ivw078,2016,pre,Interactive cardiovascular and thoracic surgery,Journal Article,25-year follow-up after lung transplantation at Lund University Hospital in Sweden: superior results obtained for patients with cystic fibrosis.,Lindstedt S,Sweden,1,False,,lindstedt s|sweden
27002311,10.1111/ajt.13798,2016,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Journal Article,HLA Matching at the Eplet Level Protects Against Chronic Lung Allograft Dysfunction.,Westall GP,Australia,1,False,,westall gp|australia
26967790,10.1164/rccm.201509-1857oc,2016,pre,American journal of respiratory and critical care medicine,"Journal Article; Research Support, Non-U.S. Gov't",De Novo DQ Donor-Specific Antibodies Are Associated with Chronic Lung Allograft Dysfunction after Lung Transplantation.,Tinckam K,Canada,1,True,,tinckam k|canada
26888742,10.1093/icvts/ivw008,2016,pre,Interactive cardiovascular and thoracic surgery,Journal Article,Lung transplantation for diffuse panbronchiolitis: 5 cases from a single centre.,Oto T,Japan,1,False,,oto t|japan
26887344,10.1111/ajt.13750,2016,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Proteomic Characterization Reveals That MMP-3 Correlates With Bronchiolitis Obliterans Syndrome Following Allogeneic Hematopoietic Cell and Lung Transplantation.,Paczesny S,India,2,True,,paczesny s|india
26845386,10.1111/ajt.13589,2016,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, Non-U.S. Gov't",Antibody-Mediated Rejection in Lung Transplantation: Clinical Outcomes and Donor-Specific Antibody Characteristics.,,France,1,False,,
26844425,10.1111/ajt.13595,2016,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",B Cell-Activating Transcription Factor Plays a Critical Role in the Pathogenesis of Anti-Major Histocompatibility Complex-Induced Obliterative Airway Disease.,Mohanakumar T,,0,False,,mohanakumar t|
26840975,10.1111/ctr.12704,2016,pre,Clinical transplantation,Journal Article,Effect of donor cardiac arrest and arrest duration on outcomes of lung transplantation.,Simon AR,,0,False,,simon ar|
26833657,10.1111/ajt.13739,2016,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Journal Article,The Impact of Alemtuzumab and Basiliximab Induction on Patient Survival and Time to Bronchiolitis Obliterans Syndrome in Double Lung Transplantation Recipients.,Toyoda Y,,0,False,registry,toyoda y|
26829054,10.3109/15412555.2015.1127340,2016,pre,COPD,Journal Article,Induction Therapy for Lung Transplantation in COPD: Analysis of the UNOS Registry.,Hayes D,United States,1,True,registry,hayes d|united states
26820489,10.1111/tri.12715,2016,pre,Transplant international : official journal of the European Society for Organ Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",The role of soluble and insoluble gastric fluid components in the pathogenesis of obliterative bronchiolitis in rat lung allografts.,Lin SS,United States,1,False,,lin ss|united states
26787621,10.1016/j.healun.2015.12.003,2016,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Halofuginone treatment reduces interleukin-17A and ameliorates features of chronic lung allograft dysfunction in a mouse orthotopic lung transplant model.,Keshavjee S,Canada,2,True,,keshavjee s|canada
26755732,10.1074/jbc.m115.672170,2016,pre,The Journal of biological chemistry,"Journal Article; Research Support, N.I.H., Extramural",Mechanistic Target of Rapamycin Complex 1 (mTORC1) and mTORC2 as Key Signaling Intermediates in Mesenchymal Cell Activation.,Lama VN,,0,False,,lama vn|
26718747,10.12659/aot.894785,2015,pre,Annals of transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Higher Risk of Acute Cellular Rejection in Lung Transplant Recipients with Cystic Fibrosis.,Rea F,Italy,1,False,,rea f|italy
26714197,10.1111/ajt.13690,2016,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Journal Article,Pseudomonas aeruginosa Induced Airway Epithelial Injury Drives Fibroblast Activation: A Mechanism in Chronic Lung Allograft Dysfunction.,Fisher AJ,,0,False,,fisher aj|
26707547,10.14670/hh-11-712,2016,pre,Histology and histopathology,Journal Article,Protective function of pirfenidone and everolimus on the development of chronic allograft rejection after experimental lung transplantation.,Lehle K,Germany,1,True,,lehle k|germany
26697265,10.1089/ped.2015.0564,2015,pre,"Pediatric allergy, immunology, and pulmonology",Journal Article,Lung Transplantation in Cystic Fibrosis: Trends and Controversies.,Sweet S,,0,False,,sweet s|
26669584,10.1513/annalsats.201503-177oc,2016,pre,Annals of the American Thoracic Society,Comparative Study; Journal Article,Lung Transplant in Patients with Scleroderma Compared with Pulmonary Fibrosis. Short- and Long-Term Outcomes.,Pilewski JM,,0,False,,pilewski jm|
26657575,10.1016/j.jcf.2015.11.004,2016,pre,Journal of cystic fibrosis : official journal of the European Cystic Fibrosis Society,Journal Article,Epidemic Pseudomonas aeruginosa infection in patients with cystic fibrosis is not a risk factor for poor clinical Outcomes following lung transplantation.,Parkins MD,Canada,1,False,,parkins md|canada
26565010,10.1093/cid/civ871,2016,pre,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,"Journal Article; Research Support, N.I.H., Extramural",Symptomatic Respiratory Virus Infection and Chronic Lung Allograft Dysfunction.,Limaye AP,,0,False,,limaye ap|
26530270,10.1093/ejcts/ezv377,2016,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Journal Article,Lung transplantation for cystic fibrosis: differential characteristics and outcomes between children and adults.,Salvatierra A,Spain,1,False,,salvatierra a|spain
26517734,10.1111/ajt.13497,2016,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, Non-U.S. Gov't",A Promoter Polymorphism in the CD59 Complement Regulatory Protein Gene in Donor Lungs Correlates With a Higher Risk for Chronic Rejection After Lung Transplantation.,Otten HG,Netherlands,1,False,,otten hg|netherlands
26508727,10.1016/j.healun.2015.08.010,2016,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Bronchial artery revascularization and en bloc lung transplant in children.,McKenzie ED,,0,False,,mckenzie ed|
26496787,10.1016/j.healun.2015.08.022,2016,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Influence of human leukocyte antigen mismatching on bronchiolitis obliterans syndrome in lung transplantation.,Whitson BA,,0,True,registry,whitson ba|
26493975,10.1007/s11605-015-2983-0,2016,pre,Journal of gastrointestinal surgery : official journal of the Society for Surgery of the Alimentary Tract,Journal Article,Both Pre-Transplant and Early Post-Transplant Antireflux Surgery Prevent Development of Early Allograft Injury After Lung Transplantation.,Chan WW,,0,False,,chan ww|
26476349,10.1016/j.ajpath.2015.08.016,2015,pre,The American journal of pathology,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",Molecular Profiling in Lung Biopsies of Human Pulmonary Allografts to Predict Chronic Lung Allograft Dysfunction.,Laenger F,Germany,1,False,,laenger f|germany
26461171,10.1111/ajt.13475,2016,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Clinical Trial; Journal Article; Research Support, N.I.H., Extramural",The Role of TGF-β in the Association Between Primary Graft Dysfunction and Bronchiolitis Obliterans Syndrome.,Belperio JA,,0,False,,belperio ja|
26452996,10.1016/j.healun.2015.08.012,2016,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial",ALN-RSV01 for prevention of bronchiolitis obliterans syndrome after respiratory syncytial virus infection in lung transplant recipients.,Glanville AR,United Kingdom,4,True,rct,glanville ar|united kingdom
26451527,10.1097/tp.0000000000000881,2015,pre,Transplantation,"Journal Article; Research Support, N.I.H., Extramural",Epithelial and Erythrocyte Microvesicles From Bronchoalveolar Lavage Fluid Are Elevated and Associated With Outcome in Chronic Lung Allograft Dysfunction.,Trummer A,Germany,1,False,,trummer a|germany
26429328,10.1016/j.humimm.2015.09.025,2015,pre,Human immunology,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",Comparative analysis of how immune sensitization is defined prior to lung transplantation.,Westall G,Australia,1,False,,westall g|australia
26383085,10.1111/ctr.12638,2015,pre,Clinical transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Prognostic role of FEV1 for survival in bronchiolitis obliterans syndrome after allogeneic hematopoietic stem cell transplantation.,Lee KH,South Korea,1,False,,lee kh|south korea
26372850,10.1164/rccm.201504-0733oc,2016,pre,American journal of respiratory and critical care medicine,"Journal Article; Research Support, N.I.H., Extramural",Polyfunctional T-Cell Signatures to Predict Protection from Cytomegalovirus after Lung Transplantation.,Weinhold KJ,,0,False,,weinhold kj|
26372728,10.1111/ajt.13417,2016,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Prophylactic Azithromycin Therapy After Lung Transplantation: Post hoc Analysis of a Randomized Controlled Trial.,Vos R,Belgium,1,False,rct,vos r|belgium
26342441,10.1016/j.healun.2015.07.005,2016,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Low-dose computed tomography volumetry for subtyping chronic lung allograft dysfunction.,Keshavjee S,Canada,1,False,,keshavjee s|canada
26339864,10.1111/tri.12679,2016,pre,Transplant international : official journal of the European Society for Organ Transplantation,Journal Article; Observational Study,10 years of prophylaxis with nebulized liposomal amphotericin B and the changing epidemiology of Aspergillus spp. infection in lung transplantation.,Roman A,Spain,1,False,,roman a|spain
26308930,10.1164/rccm.201503-0558oc,2015,pre,American journal of respiratory and critical care medicine,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Altered Exosomal RNA Profiles in Bronchoalveolar Lavage from Lung Transplants with Acute Rejection.,Belperio JA,,0,False,,belperio ja|
26308240,10.1111/ajt.13442,2016,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, Non-U.S. Gov't",Spleen Tyrosine Kinase Modulates Fibrous Airway Obliteration and Associated Lymphoid Neogenesis After Transplantation.,Chow CW,Canada,1,False,,chow cw|canada
26302084,10.1371/journal.pone.0135972,2015,pre,PloS one,"Journal Article; Research Support, Non-U.S. Gov't","The Presence of HLA-E-Restricted, CMV-Specific CD8+ T Cells in the Blood of Lung Transplant Recipients Correlates with Chronic Allograft Rejection.",Brooks AG,Australia,1,False,,brooks ag|australia
26261607,,2015,pre,International journal of clinical and experimental pathology,"Journal Article; Research Support, Non-U.S. Gov't",Protein-DNA array-based identification of transcription factor activities differentially regulated in obliterative bronchiolitis.,Li G,China,1,False,,li g|china
26261598,,2015,pre,International journal of clinical and experimental pathology,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","Integrated analysis of transcription factor, microRNA and LncRNA in an animal model of obliterative bronchiolitis.",Li G,China,1,False,,li g|china
26224473,10.1016/j.rmed.2015.07.005,2015,pre,Respiratory medicine,Evaluation Study; Journal Article,Exhaled nitric oxide and carbon monoxide in lung transplanted patients.,Rottoli P,Italy,1,False,,rottoli p|italy
26204790,10.1111/tan.12626,2015,pre,Tissue antigens,Journal Article,Bronchiolitis obliterans syndrome due to donor-specific HLA-antibodies.,Winter H,Germany,1,False,,winter h|germany
26186804,10.1016/j.healun.2015.05.028,2015,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,"Erratic tacrolimus exposure, assessed using the standard deviation of trough blood levels, predicts chronic lung allograft dysfunction and survival.",Chambers DC,Australia,1,True,,chambers dc|australia
26177087,10.1097/tp.0000000000000824,2016,pre,Transplantation,"Journal Article; Research Support, N.I.H., Extramural",Psychiatric Predictors of Long-term Transplant-Related Outcomes in Lung Transplant Recipients.,Dew MA,,0,False,,dew ma|
26174800,10.1111/tri.12639,2015,pre,Transplant international : official journal of the European Society for Organ Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Systemic overexpression of matricellular protein CCN1 exacerbates obliterative bronchiolitis in mouse tracheal allografts.,Lemström KB,Germany,1,False,,lemström kb|germany
26169666,10.1016/j.healun.2015.06.003,2015,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, N.I.H., Extramural",The impact of pre-transplant allosensitization on outcomes after lung transplantation.,Hachem RR,,0,False,,hachem rr|
26169663,10.1016/j.healun.2015.05.002,2015,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Multicenter Study; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Clinical outcomes of lung transplant recipients with telomerase mutations.,Hays SR,Australia,3,True,,hays sr|australia
26168736,10.1016/j.trim.2015.07.001,2015,pre,Transplant immunology,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",BAL neutrophilia in azithromycin-treated lung transplant recipients: Clinical significance.,Vanaudenaerde BM,Belgium,1,False,rct,vanaudenaerde bm|belgium
26113688,10.1183/09031936.00010615,2015,pre,The European respiratory journal,"Journal Article; Research Support, Non-U.S. Gov't",Linking clinical phenotypes of chronic lung allograft dysfunction to changes in lung structure.,Vanaudenaerde BM,Belgium,3,True,,vanaudenaerde bm|belgium
26112178,10.1159/000431382,2015,pre,Respiration; international review of thoracic diseases,Journal Article; Observational Study,Long-Term Off-Line Extracorporeal Photochemotherapy in Patients with Chronic Lung Allograft Rejection Not Responsive to Conventional Treatment: A 10-Year Single-Centre Analysis.,Perotti C,Italy,1,False,,perotti c|italy
25989360,10.1111/ajt.13305,2015,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Clinical Trial; Journal Article,HLA-G*01:04∼UTR3 Recipient Correlates With Lower Survival and Higher Frequency of Chronic Rejection After Lung Transplantation.,Picard C,France,1,False,,picard c|france
25981891,10.1016/j.resp.2015.05.003,2015,pre,Respiratory physiology & neurobiology,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Early bronchiolitis obliterans syndrome shows an abnormality of perfusion not ventilation in lung transplant recipients.,Prisk GK,United States,2,True,,prisk gk|united states
25979626,10.1016/j.healun.2015.03.010,2015,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Impact of lung function interpretation approach on pediatric bronchiolitis obliterans syndrome diagnosis after lung transplantation.,Aurora P,United Kingdom,1,False,,aurora p|united kingdom
25979625,10.1016/j.healun.2015.03.021,2015,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, N.I.H., Extramural",MicroRNA-144 dysregulates the transforming growth factor-β signaling cascade and contributes to the development of bronchiolitis obliterans syndrome after human lung transplantation.,Mohanakumar T,,0,False,,mohanakumar t|
25975883,10.1111/vox.12293,2015,pre,Vox sanguinis,Comparative Study; Journal Article,Quality control on mononuclear cells collected for extracorporeal photochemotherapy: comparison between two UV-A irradiation devices.,Perotti C,Italy,1,False,,perotti c|italy
25941328,10.4049/jimmunol.1401848,2015,pre,"Journal of immunology (Baltimore, Md. : 1950)","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",De novo-developed antibodies to donor MHC antigens lead to dysregulation of microRNAs and induction of MHC class II.,Mohanakumar T,,0,False,,mohanakumar t|
25940517,10.1111/ajt.13281,2015,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Multicenter Study; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Impact of CLAD Phenotype on Survival After Lung Retransplantation: A Multicenter Study.,Haverich A,Germany,3,True,,haverich a|germany
25935436,10.1016/j.healun.2015.03.009,2015,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Interleukin-17 receptor polymorphism predisposes to primary graft dysfunction after lung transplantation.,van Raemdonck DE,Belgium,1,False,,van raemdonck de|belgium
